16541.064453,5820.799805,896.001892,437.689148,3107.686523,869.400269,610.320312,0.0,0.0
16543.519531,4798.091797,896.019348,437.663422,2119.711426,869.396667,610.35376,0.0,0.0
17194.570312,5821.146484,896.004456,437.653809,2119.796875,869.407104,610.362915,0.0,0.0
17194.193359,5820.941895,896.006897,437.658752,2119.76416,869.404724,610.357483,0.0,0.0
17194.132812,5820.947266,895.995911,437.65271,2119.778809,869.413086,610.363464,0.0,0.0
17194.126953,5820.945312,895.995789,437.65271,2119.778564,869.413147,610.363464,0.0,0.0
17194.054688,5820.88623,896.009033,437.661682,2119.759766,869.40271,610.354248,1.0,1.0
16200.65918,5324.091309,886.145874,442.725647,3272.25293,873.63147,602.538696,0.033204,1.0
12901.734375,4186.25,847.887878,453.062897,4003.1604,898.843201,585.509705,0.023988,0.917647
12382.384766,4124.839844,888.206482,486.427582,4060.693359,862.1922,551.271606,0.078585,0.760784
9243.041992,3344.589355,849.905457,496.332458,6060.361328,896.434021,538.648315,-0.017914,0.917647
8321.643555,3127.48877,838.53894,500.610443,8544.630859,909.547058,534.267151,-0.051514,0.890196
7567.682617,2544.955566,848.095886,504.815765,3935.401123,899.287292,530.050781,-0.017822,0.509804
9121.447266,3267.695312,860.625671,508.078461,6149.887695,886.061829,526.880432,-0.010773,0.619608
9500.209961,3445.840332,882.800842,521.050964,5411.740723,863.544739,513.950989,-0.00528,0.270588
8376.447266,3212.077637,857.893677,519.512451,18322.796875,889.715515,515.50769,-0.034485,1.0
7275.369629,2926.34668,805.645203,489.385162,16553.769531,947.358582,545.917847,-0.572052,0.921569
8531.111328,3204.264893,935.393555,531.96106,2675.623779,816.140747,504.418304,-0.005463,0.278431
7065.13623,3208.657959,931.929932,571.384583,15403.418945,811.958252,463.559662,0.021027,0.898039
5575.131836,2643.217529,826.926331,521.18396,13287.009766,930.928528,515.095276,-0.018341,0.823529
4146.909668,1766.161621,684.372864,416.105865,12351.138672,1099.955811,620.547424,-0.005951,0.427451
6934.424316,1926.711182,649.950317,359.921509,12783.837891,1107.077148,675.492126,-0.016235,1.0
1008.984375,2065.105713,622.029053,342.559753,4334.104492,1126.283936,692.369141,-0.020325,0.0
5372.091309,1928.065552,615.915344,337.973938,9174.042969,1136.812378,696.893188,-0.017365,0.0
